Company,TypeName,Inches,CPU_Company,CPU_Frequency (GHz),RAM (GB),GPU_Company,OpSys,Weight (kg),screen_x_size,screen_y_size,Touch_screen,IPS,Full_HD,4k_Ultra_HD,Quad_HD,Screen_Resolution_NA,Price,SSD,HDD,Flash_Storage
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.1,1366,768,0,0,0,0,0,1,489.9,0,1,0
Toshiba,Ultrabook,14.0,Intel,2.5,4,Intel,Windows 10,1.25,1366,768,0,0,0,0,0,1,1090.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.13,1920,1080,0,1,0,0,0,0,2499.0,1,0,0
MSI,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,1199.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.13,1920,1080,0,1,0,0,0,0,1875.0,0,0,1
Toshiba,Notebook,14.0,Intel,2.1,4,Intel,Windows 10,1.75,1366,768,0,0,0,0,0,1,499.0,1,0,0
Asus,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.1,1920,1080,1,0,0,0,0,0,1358.0,1,0,0
Dell,Notebook,14.0,Intel,2.0,4,Intel,Windows 10,1.76,1366,768,0,0,0,0,0,1,585.0,0,1,0
Acer,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.35,1366,768,0,1,0,0,0,0,355.0,0,0,1
Acer,Notebook,14.0,Intel,2.4,8,Intel,Windows 10,1.5,1920,1080,0,1,0,0,0,0,619.0,1,0,0
Razer,Gaming,17.3,Intel,2.9,32,Nvidia,Windows 10,3.49,3840,2160,1,0,0,0,0,0,5499.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.6,16,Intel,Windows 10,1.1,2560,1440,0,1,0,0,1,0,2099.0,1,0,0
Asus,Notebook,15.6,Intel,2.5,4,Nvidia,Linux,2.1,1920,1080,0,0,1,0,0,0,519.0,0,1,0
Lenovo,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.7,1920,1080,0,0,1,0,0,0,1186.0,1,0,0
Lenovo,Notebook,14.0,Intel,2.6,8,Intel,Windows 10,1.32,1920,1080,0,1,0,0,0,0,1650.0,1,0,0
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,3.21,1920,1080,0,0,1,0,0,0,2774.63,1,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.9,1920,1080,0,0,1,0,0,0,2419.0,1,1,0
Toshiba,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,669.0,0,1,0
Lenovo,Notebook,14.0,Intel,1.6,4,Intel,Chrome OS,1.5,1366,768,0,0,0,0,0,1,325.0,0,0,1
Asus,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.3,1920,1080,0,0,1,0,0,0,590.0,0,1,0
Asus,Gaming,17.3,Intel,2.6,16,Nvidia,Windows 10,2.73,1920,1080,0,0,1,0,0,0,1799.0,1,1,0
Dell,Gaming,17.3,Intel,2.8,32,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,3072.89,1,1,0
HP,Notebook,17.3,Intel,2.5,8,Nvidia,Windows 10,2.63,1600,900,0,0,0,0,0,1,910.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.18,1366,768,0,0,0,0,0,1,713.99,1,0,0
HP,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 7,1.54,1920,1080,0,0,1,0,0,0,1870.0,1,0,0
Dell,Notebook,15.6,Intel,2.7,4,AMD,Windows 10,2.18,1920,1080,0,0,1,0,0,0,739.0,1,0,0
HP,2 in 1 Convertible,11.6,Intel,1.1,4,Intel,Chrome OS,1.4,1366,768,1,0,0,0,0,0,615.0,0,0,1
Asus,Ultrabook,13.3,Intel,2.3,8,Nvidia,Windows 10,1.45,1920,1080,0,1,0,0,0,0,1026.0,1,0,0
HP,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.28,1920,1080,1,0,0,0,0,0,2277.0,1,0,0
HP,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.54,1920,1080,0,0,1,0,0,0,1468.0,1,0,0
HP,Notebook,15.6,Intel,1.6,4,Intel,No OS,1.86,1366,768,0,0,0,0,0,1,299.0,1,0,0
Asus,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.1,1920,1080,0,0,1,0,0,0,1899.0,1,1,0
Dell,Notebook,17.3,Intel,2.7,8,AMD,Linux,2.83,1920,1080,0,0,1,0,0,0,865.0,0,1,0
Lenovo,Ultrabook,14.0,Intel,2.8,8,Nvidia,Windows 10,1.96,1920,1080,0,1,0,0,0,0,1903.0,1,0,0
Asus,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.3,1920,1080,0,1,0,0,0,0,787.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.9,1920,1080,0,0,1,0,0,0,945.0,1,0,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.0,1366,768,0,0,0,0,0,1,449.0,0,1,0
HP,2 in 1 Convertible,13.3,Intel,2.8,8,Intel,Windows 10,1.28,1920,1080,1,0,0,0,0,0,2559.0,1,0,0
Dell,Notebook,13.3,Intel,2.3,8,Intel,Windows 10,1.62,1920,1080,1,0,0,0,0,0,649.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,Intel,No OS,2.2,1920,1080,0,0,1,0,0,0,469.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.3,1920,1080,0,1,0,0,0,0,850.66,0,1,0
HP,Notebook,15.6,Intel,2.6,8,AMD,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1349.0,1,0,0
Toshiba,Notebook,13.3,Intel,2.5,4,Intel,Windows 10,1.05,1920,1080,0,0,1,0,0,0,1285.0,1,0,0
Lenovo,Gaming,15.6,Intel,2.5,8,Nvidia,No OS,2.5,1920,1080,0,1,0,0,0,0,1017.0,0,1,0
Dell,Ultrabook,13.3,Intel,2.5,16,Intel,Windows 10,1.29,3200,1800,1,0,0,0,1,0,2240.0,1,0,0
HP,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,2.07,1920,1080,0,0,1,0,0,0,910.0,0,1,0
Toshiba,Ultrabook,13.3,Intel,2.3,8,Intel,Windows 10,1.2,1366,768,0,0,0,0,0,1,1095.0,1,0,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.7,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,1950.0,1,0,0
Acer,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.56,1920,1080,0,1,0,0,0,0,902.0,1,0,0
Dell,Workstation,15.6,Intel,2.8,8,Nvidia,Windows 10,2.23,1920,1080,0,0,1,0,0,0,1778.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.38,1366,768,0,0,0,0,0,1,1055.0,0,1,0
Lenovo,Notebook,15.6,Intel,2.0,4,AMD,No OS,2.2,1920,1080,0,0,1,0,0,0,479.0,0,1,0
Toshiba,Notebook,15.6,Intel,2.7,8,Intel,Windows 10,2.0,1920,1080,0,1,0,0,0,0,1388.0,1,0,0
Lenovo,Notebook,13.3,Intel,2.4,4,Intel,Windows 10,1.44,1920,1080,0,1,0,0,0,0,735.0,1,0,0
Samsung,Ultrabook,15.0,Intel,2.7,16,Nvidia,Windows 10,1.23,1920,1080,0,0,1,0,0,0,1849.0,1,0,0
Dell,Ultrabook,12.5,Intel,2.8,8,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,1690.0,1,0,0
Asus,Notebook,15.6,Intel,1.1,4,Intel,Linux,2.0,1366,768,0,0,0,0,0,1,398.99,0,1,0
Xiaomi,Ultrabook,13.3,Intel,2.3,8,Nvidia,Windows 10,1.28,1920,1080,0,1,0,0,0,0,935.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,4,Nvidia,Windows 10,2.18,1920,1080,0,0,1,0,0,0,912.5,1,1,0
HP,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.04,1920,1080,0,0,1,0,0,0,839.0,1,0,0
HP,2 in 1 Convertible,13.3,Intel,2.5,4,Intel,Windows 10,1.28,1920,1080,1,0,0,0,0,0,1700.0,1,0,0
HP,2 in 1 Convertible,15.6,Intel,2.5,4,Intel,Windows 10,2.3,1366,768,1,0,0,0,0,0,684.8,0,1,0
Asus,Notebook,14.1,Intel,1.1,4,Intel,Windows 10,1.65,1366,768,0,0,0,0,0,1,348.0,0,0,1
Lenovo,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,1,0,0,0,0,669.0,0,1,0
Dell,Notebook,15.6,Intel,1.6,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,369.0,0,1,0
HP,2 in 1 Convertible,13.3,Intel,2.5,4,Intel,Windows 10,1.28,1920,1080,1,0,0,0,0,0,1799.0,1,0,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Linux,2.18,1366,768,0,0,0,0,0,1,455.7,0,1,0
Asus,Gaming,17.3,Intel,2.5,12,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1369.9,1,1,0
Acer,Netbook,11.6,Intel,1.6,4,Intel,Chrome OS,1.25,1366,768,0,1,0,0,0,0,297.0,0,0,1
Lenovo,Notebook,17.3,AMD,2.2,4,AMD,Windows 10,2.8,1600,900,0,0,0,0,0,1,379.0,0,1,0
HP,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.95,1920,1080,0,0,1,0,0,0,1265.0,1,0,0
HP,2 in 1 Convertible,13.3,Intel,2.7,16,Intel,Windows 10,1.42,3200,1800,1,0,0,0,1,0,1399.0,1,0,0
Samsung,Ultrabook,15.0,Intel,2.7,8,Intel,Windows 10,1.17,1920,1080,0,0,1,0,0,0,1699.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.32,1920,1080,0,1,0,0,0,0,1799.0,1,0,0
MSI,Gaming,17.3,Intel,2.6,16,Nvidia,Windows 10,2.43,3840,2160,0,1,0,0,0,0,2649.0,1,1,0
Toshiba,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.05,1920,1080,0,0,1,0,0,0,1475.0,1,0,0
Dell,Gaming,15.6,Intel,2.8,8,Nvidia,Linux,2.62,1920,1080,0,0,1,0,0,0,929.0,0,1,0
HP,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.04,1920,1080,0,0,1,0,0,0,900.0,0,1,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Windows 10,2.18,1366,768,0,0,0,0,0,1,614.0,0,1,0
Dell,Notebook,15.6,Intel,2.6,8,Intel,Windows 10,1.9,1920,1080,0,0,1,0,0,0,935.0,0,1,0
Dell,2 in 1 Convertible,13.3,Intel,1.3,8,Intel,Windows 10,1.24,3200,1800,1,0,0,0,1,0,2013.1,1,0,0
Asus,Gaming,17.3,Intel,2.7,32,Nvidia,Windows 10,3.58,1920,1080,0,1,0,0,0,0,1279.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.3,16,Intel,Windows 10,1.22,1920,1080,1,0,0,0,0,0,1649.0,1,0,0
Lenovo,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.13,1920,1080,0,1,0,0,0,0,2049.0,0,0,1
Lenovo,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,1.95,1920,1080,0,1,0,0,0,0,1962.99,1,0,0
LG,Ultrabook,15.6,Intel,2.7,16,Intel,Windows 10,1.08,1920,1080,1,1,0,0,0,0,2099.0,1,0,0
HP,Netbook,12.5,Intel,2.7,8,Intel,Windows 10,1.26,1920,1080,0,0,1,0,0,0,1483.0,1,0,0
Acer,Notebook,15.6,Intel,1.5,4,Intel,Chrome OS,2.2,1920,1080,0,1,0,0,0,0,359.0,0,0,1
Lenovo,Notebook,15.6,Intel,2.3,8,Nvidia,Windows 10,2.6,1920,1080,0,1,0,0,0,0,789.0,1,1,0
LG,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,0.98,1920,1080,1,1,0,0,0,0,1899.0,1,0,0
Dell,Notebook,14.0,Intel,2.8,8,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,1205.0,1,0,0
HP,Ultrabook,12.5,Intel,1.2,8,Intel,Windows 10,1.09,3840,2160,1,0,0,0,0,0,3100.0,1,0,0
Lenovo,Notebook,15.6,Intel,2.7,6,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,789.0,1,0,0
HP,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.04,1920,1080,0,0,1,0,0,0,1018.99,1,0,0
Acer,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.4,1920,1080,0,0,1,0,0,0,499.0,0,1,0
Lenovo,Notebook,13.3,Intel,2.5,4,Intel,Windows 10,1.44,1920,1080,0,0,1,0,0,0,881.0,1,0,0
HP,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.49,1920,1080,0,0,1,0,0,0,960.0,1,0,0
MSI,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.7,1920,1080,0,0,1,0,0,0,1599.0,1,1,0
Dell,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.6,1920,1080,0,0,1,0,0,0,1349.0,1,1,0
MSI,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1119.91,1,1,0
Dell,Notebook,15.6,Intel,2.5,4,AMD,Windows 10,2.18,1366,768,0,0,0,0,0,1,684.99,0,1,0
HP,Ultrabook,15.6,Intel,2.5,8,AMD,Windows 10,1.84,1920,1080,0,0,1,0,0,0,1296.99,1,0,0
HP,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.39,3200,1800,1,0,0,0,1,0,1149.0,1,0,0
Toshiba,Notebook,15.6,Intel,2.6,16,Nvidia,Windows 10,2.4,1920,1080,0,1,0,0,0,0,1975.0,1,0,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.37,1920,1080,1,1,0,0,0,0,1825.0,1,0,0
Dell,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,1.95,1366,768,0,0,0,0,0,1,729.9,0,1,0
Lenovo,Ultrabook,12.5,Intel,2.7,8,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1650.0,1,0,0
HP,Notebook,15.6,Intel,2.3,8,Intel,Windows 10,2.31,1920,1080,0,0,1,0,0,0,1165.0,1,0,0
Dell,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.18,1366,768,0,0,0,0,0,1,708.06,0,1,0
HP,Notebook,14.0,Intel,2.3,4,Intel,Windows 10,1.95,1366,768,0,0,0,0,0,1,1149.0,0,1,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,309.0,0,1,0
HP,Ultrabook,12.5,Intel,2.3,4,Intel,Windows 10,1.26,1920,1080,0,0,1,0,0,0,1579.0,0,1,0
HP,Notebook,15.6,Intel,1.6,4,Intel,No OS,1.86,1366,768,0,0,0,0,0,1,288.9,0,1,0
Lenovo,2 in 1 Convertible,13.3,Intel,2.2,16,Intel,Windows 10,1.3,3200,1800,1,1,0,0,1,0,1799.0,1,0,0
Toshiba,Notebook,14.0,Intel,2.3,4,Intel,Windows 10,1.47,1920,1080,0,1,0,0,0,0,1105.0,1,0,0
HP,Netbook,12.5,Intel,2.3,8,Intel,Windows 10,1.26,1920,1080,0,0,1,0,0,0,1669.0,1,0,0
Dell,Notebook,15.6,Intel,2.0,4,Intel,Windows 10,2.18,1366,768,0,0,0,0,0,1,558.6,0,1,0
MSI,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.2,1920,1080,0,0,1,0,0,0,1199.0,1,1,0
Dell,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.36,1920,1080,0,0,1,0,0,0,1639.0,1,0,0
Dell,Gaming,17.3,Intel,2.7,16,Nvidia,Windows 10,4.36,2560,1440,0,0,0,0,0,1,2758.0,1,1,0
HP,Gaming,17.3,Intel,2.3,8,Nvidia,Windows 10,2.75,1920,1080,0,1,0,0,0,0,1399.0,1,1,0
Asus,Notebook,17.3,Intel,1.6,4,Nvidia,Windows 10,2.8,1600,900,0,0,0,0,0,1,530.0,0,1,0
Acer,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,2.23,1366,768,0,0,0,0,0,1,619.0,0,1,0
Toshiba,Notebook,15.6,Intel,2.3,8,Intel,Windows 10,2.2,1366,768,0,0,0,0,0,1,1119.0,1,0,0
Lenovo,2 in 1 Convertible,11.3,Intel,1.2,8,Intel,Windows 10,1.1,1920,1080,1,1,0,0,0,0,1299.0,1,0,0
Lenovo,Gaming,15.6,AMD,2.1,16,AMD,Windows 10,2.5,1920,1080,0,1,0,0,0,0,999.0,1,1,0
Dell,Ultrabook,12.5,Intel,2.5,8,Intel,Windows 10,1.36,1920,1080,1,0,0,0,0,0,1472.2,1,0,0
Lenovo,Notebook,15.6,Intel,2.7,8,Nvidia,No OS,2.2,1920,1080,0,0,1,0,0,0,685.0,0,1,0
Dell,Notebook,17.3,Intel,2.0,4,AMD,Windows 10,2.36,1600,900,0,0,0,0,0,1,659.0,0,1,0
Acer,Notebook,14.0,Intel,1.6,4,Intel,Chrome OS,1.68,1366,768,0,0,0,0,0,1,349.0,0,0,1
HP,Workstation,15.6,Intel,2.7,8,Nvidia,Windows 10,2.0,1920,1080,0,1,0,0,0,0,2249.0,1,0,0
Dell,Ultrabook,14.0,Intel,2.8,8,Intel,Windows 10,1.36,1920,1080,0,0,1,0,0,0,1775.0,1,0,0
Toshiba,Notebook,13.3,Intel,2.3,8,Intel,Windows 7,1.2,1920,1080,0,0,1,0,0,0,1460.0,1,0,0
Asus,2 in 1 Convertible,12.5,Intel,1.2,8,Intel,Chrome OS,1.2,1920,1080,0,0,1,0,0,0,1159.0,0,0,1
Lenovo,Ultrabook,14.0,Intel,2.6,8,Intel,Windows 10,1.7,1920,1080,0,1,0,0,0,0,1488.99,1,0,0
Dell,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,4.36,3840,2160,0,1,0,0,0,0,3154.0,1,1,0
Dell,2 in 1 Convertible,13.3,Intel,1.2,8,Intel,Windows 10,1.24,1920,1080,1,0,0,0,0,0,1899.0,1,0,0
HP,2 in 1 Convertible,11.6,Intel,1.1,4,Intel,Windows 10,1.45,1366,768,1,0,0,0,0,0,775.0,1,0,0
Dell,Ultrabook,13.3,Intel,2.5,8,Intel,Windows 10,1.3,3200,1800,0,0,0,0,1,0,1268.0,1,0,0
Acer,2 in 1 Convertible,11.6,Intel,1.6,4,Intel,Chrome OS,1.25,1366,768,1,1,0,0,0,0,389.0,0,0,1
Toshiba,Notebook,13.3,Intel,2.4,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1535.0,1,0,0
Lenovo,Ultrabook,12.5,Intel,2.6,8,Intel,Windows 10,1.36,1920,1080,0,1,0,0,0,0,1760.0,1,0,0
Acer,Notebook,15.6,Intel,2.5,12,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,1009.0,1,1,0
Toshiba,Ultrabook,12.5,Intel,2.7,8,Intel,Windows 10,1.1,1920,1080,1,0,0,0,0,0,1790.0,1,0,0
HP,Notebook,15.6,Intel,2.5,8,Nvidia,Windows 10,2.04,1366,768,0,0,0,0,0,1,846.5,0,1,0
Dell,Notebook,15.6,Intel,2.0,4,AMD,Linux,2.25,1366,768,0,0,0,0,0,1,465.62,0,1,0
Dell,Notebook,15.6,Intel,2.5,4,Intel,Windows 10,1.9,1366,768,0,0,0,0,0,1,825.0,0,1,0
HP,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.04,1920,1080,0,0,1,0,0,0,685.0,0,1,0
Dell,Gaming,17.3,Intel,2.8,32,Nvidia,Windows 10,4.42,1920,1080,0,1,0,0,0,0,3149.0,1,1,0
Lenovo,Notebook,15.6,Intel,2.5,6,Nvidia,Windows 10,2.4,1920,1080,0,0,1,0,0,0,695.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,1.3,16,Intel,Windows 10,1.22,3200,1800,1,0,0,0,1,0,1899.0,1,0,0
Dell,Ultrabook,14.0,Intel,2.6,8,Intel,Windows 10,1.5,2560,1440,1,0,0,0,0,0,1962.98,1,0,0
Dell,Gaming,17.3,Intel,2.6,32,Nvidia,Windows 10,4.42,1920,1080,0,0,1,0,0,0,2800.0,1,1,0
Toshiba,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.95,1920,1080,0,0,1,0,0,0,1180.0,1,0,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.73,1920,1080,0,0,1,0,0,0,2049.9,1,1,0
HP,Notebook,15.6,Intel,2.7,8,Nvidia,Windows 10,2.04,1920,1080,0,1,0,0,0,0,979.0,1,1,0
Lenovo,Notebook,14.0,Intel,2.3,4,Intel,Windows 7,1.7,1366,768,0,0,0,0,0,1,1002.0,0,0,0
Asus,2 in 1 Convertible,15.6,Intel,2.7,16,Nvidia,Windows 10,2.3,3840,2160,1,0,0,0,0,0,1799.0,1,1,0
HP,Notebook,15.6,Intel,2.7,6,Intel,Windows 10,2.04,1366,768,0,0,0,0,0,1,579.0,0,1,0
Asus,Gaming,17.3,Intel,2.8,16,Nvidia,Windows 10,2.99,1920,1080,0,0,1,0,0,0,1749.0,1,1,0
Dell,2 in 1 Convertible,15.6,Intel,2.7,12,Intel,Windows 10,2.19,1920,1080,1,1,0,0,0,0,1299.0,1,0,0
Toshiba,Notebook,13.3,Intel,2.3,4,Intel,Windows 7,1.2,1920,1080,0,0,1,0,0,0,1195.0,1,0,0
Lenovo,Notebook,15.6,AMD,3.6,6,AMD,Windows 10,2.2,1920,1080,0,0,1,0,0,0,549.0,1,0,0
Fujitsu,Notebook,15.6,Intel,2.3,4,Intel,Windows 10,2.3,1366,768,0,0,0,0,0,1,649.0,1,0,0
Toshiba,Notebook,14.0,Intel,2.3,4,Intel,Windows 10,1.75,1366,768,0,0,0,0,0,1,915.0,0,1,0
Dell,Notebook,15.6,Intel,2.5,4,AMD,Windows 10,2.25,1366,768,0,0,0,0,0,1,599.0,0,1,0
HP,Notebook,15.6,Intel,2.5,8,Intel,Windows 10,2.04,1920,1080,0,0,1,0,0,0,806.0,0,1,0
Lenovo,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.5,1920,1080,0,1,0,0,0,0,1189.0,1,1,0
Dell,Notebook,15.6,Intel,2.7,8,AMD,Windows 10,2.36,1366,768,0,0,0,0,0,1,749.0,0,1,0
Dell,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.6,1920,1080,0,0,1,0,0,0,1119.0,1,0,0
HP,Netbook,12.5,Intel,1.2,8,Intel,Windows 10,0.97,1920,1080,0,0,1,0,0,0,1908.0,1,0,0
HP,Notebook,15.6,Intel,2.0,4,AMD,Windows 10,2.1,1920,1080,0,0,1,0,0,0,499.0,1,1,0
Lenovo,Notebook,15.6,Intel,1.1,4,Intel,No OS,1.9,1366,768,0,0,0,0,0,1,270.62,1,0,0
Lenovo,Notebook,15.6,Intel,2.3,8,Intel,Windows 10,2.3,1920,1080,0,0,1,0,0,0,1349.0,1,0,0
Dell,2 in 1 Convertible,13.3,Intel,2.5,8,Intel,Windows 10,1.68,1920,1080,1,0,0,0,0,0,889.0,1,0,0
Asus,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.4,3200,1800,0,0,0,0,1,0,1150.0,1,0,0
HP,Ultrabook,13.3,Intel,2.7,8,Intel,Windows 10,1.11,1920,1080,1,1,0,0,0,0,1349.0,1,0,0
Acer,Notebook,15.6,Intel,1.1,4,Intel,Windows 10,2.4,1366,768,0,0,0,0,0,1,380.0,0,1,0
Asus,Gaming,15.6,Intel,2.8,16,Nvidia,Windows 10,2.5,1920,1080,0,0,1,0,0,0,1799.0,1,1,0
HP,Ultrabook,14.0,Intel,2.7,8,Intel,Windows 10,1.48,1920,1080,0,0,1,0,0,0,2089.0,1,0,0
Acer,Gaming,15.6,Intel,2.8,8,Nvidia,Windows 10,2.7,1920,1080,0,1,0,0,0,0,1260.0,1,1,0
HP,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.34,1920,1080,0,1,0,0,0,0,1189.0,1,0,0
Dell,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.18,1366,768,0,0,0,0,0,1,547.0,1,0,0
HP,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.64,1366,768,0,0,0,0,0,1,779.0,0,1,0
Toshiba,Notebook,13.3,Intel,2.3,4,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1195.0,1,0,0
HP,Notebook,14.0,Intel,2.4,4,Intel,Windows 10,1.48,1366,768,0,0,0,0,0,1,1099.99,1,0,0
HP,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.95,1920,1080,0,0,1,0,0,0,1205.0,1,0,0
HP,Ultrabook,14.0,Intel,2.6,8,Intel,Windows 7,1.43,1920,1080,0,0,1,0,0,0,1449.0,1,0,0
HP,Notebook,14.0,Intel,2.5,8,Nvidia,Windows 10,1.64,1920,1080,0,0,1,0,0,0,1049.26,1,0,0
HP,Notebook,14.0,Intel,2.4,4,Intel,Windows 10,1.64,1366,768,0,0,0,0,0,1,684.0,0,1,0
Dell,Gaming,15.6,Intel,2.5,8,Nvidia,Windows 10,2.65,1920,1080,0,0,1,0,0,0,949.0,0,0,0
HP,Ultrabook,12.5,Intel,2.5,4,Intel,Windows 10,1.26,1920,1080,0,0,1,0,0,0,1539.0,0,1,0
HP,Notebook,14.0,Intel,2.5,4,Intel,Windows 10,1.48,1920,1080,0,0,1,0,0,0,1590.0,1,0,0
HP,Ultrabook,14.0,Intel,2.5,8,Intel,Windows 10,1.54,1920,1080,0,0,1,0,0,0,1887.21,1,0,0
HP,Notebook,13.3,Intel,2.4,4,Intel,Windows 10,1.49,1366,768,0,0,0,0,0,1,800.0,0,1,0
Toshiba,Notebook,13.3,Intel,2.3,8,Intel,Windows 10,1.5,1366,768,0,0,0,0,0,1,1210.0,1,0,0
HP,Notebook,15.6,Intel,2.4,4,Intel,Windows 10,2.04,1366,768,0,0,0,0,0,1,769.99,1,0,0
Lenovo,Notebook,17.3,Intel,2.7,16,Nvidia,Windows 7,2.4,3840,2160,0,1,0,0,0,0,2968.0,1,0,0
Toshiba,Notebook,14.0,Intel,2.3,8,Intel,Windows 10,1.47,1920,1080,0,1,0,0,0,0,1490.0,1,0,0
HP,Notebook,14.0,Intel,2.5,8,Intel,Windows 10,1.43,1920,1080,0,0,1,0,0,0,2229.0,1,0,0
Dell,2 in 1 Convertible,15.6,Intel,2.3,4,Intel,Windows 10,2.08,1920,1080,1,1,0,0,0,0,795.99,0,1,0
Toshiba,Ultrabook,13.3,Intel,2.3,8,Intel,Windows 10,1.2,1920,1080,0,0,1,0,0,0,1590.0,1,0,0
HP,Notebook,13.3,Intel,2.5,8,Intel,Windows 10,1.11,1920,1080,0,1,0,0,0,0,1149.0,1,0,0
HP,Notebook,14.0,Intel,2.7,8,Nvidia,Windows 10,1.64,1920,1080,0,0,1,0,0,0,1185.43,1,0,0
Dell,Notebook,15.6,Intel,2.4,8,Intel,Windows 10,2.09,1920,1080,0,0,1,0,0,0,1046.44,0,1,0
HP,Ultrabook,12.5,Intel,2.5,4,Intel,Windows 10,1.26,1366,768,0,0,0,0,0,1,1559.0,1,0,0
